NO CLIENTE,FACTURA,NOMBRE DEL CLIENTE,DESTINO,PROGRAMACION,ESTATUS,FECHA DE ENVIO,SURTIDOR,CAJAS,PAQUETERIA,INCIDENCIA
C04454,238809,HOTEL FONTAN REFORMA,"CUAUHTEMOC, CMX",22/05/2026,,,,20,,
C08787,238810,HOTEL & SUITES REAL DEL LAGO,"CENTRO, TAB",22/05/2026,,,,7,,
C09328,238811,COMSAN,"HERMOSILLO, SON",22/05/2026,,,,2,,
C09538,238812,POSADA EL REY SOL,"ENSENADA, BC",22/05/2026,,,,8,,
C09423,238813,HOLIDAY INN EXPRESS & SUITES CUERNAVACA (CVJJH),"CUERNAVACA, MOR",22/05/2026,,,,11,,
C09592,238814,ESCENCIA HOTELERA,"MANZANILLO, COL",22/05/2026,,,,7,,
C05726,238815,WYNDHAM GARDEN MONTERREY VALLE REAL(MTYVR),"MONTERREY, NL",22/05/2026,,,,10,,
C06706,238816,HOLIDAY INN EXPRESS TORREON ( MILENIUM )(TRCMX),"TORREON, COA",22/05/2026,,,,11,,
C03389,238817,WYNDHAM GARDEN AEROPUERTO (WYA),"APODACA, NL",22/05/2026,,,,10,,
C09670,238818,CIELO BONITO HOTEL BOUTIQUE,"CIUDAD DEL CARMEN, CAM",22/05/2026,,,,11,,
C08473,238819,"HILTON GARDEN INN MONTERREY OBISPADO, NUEVO LEON, MEXICO (MTYGI)","MONTERREY, NL",22/05/2026,,,,5,,
C06571,238820,ROYAL SONORA,"CANANEA, SON",23/01/1900,,,,8,,
C07083,238821,HOTEL ISABEL,"GUADALAJARA, JAL",,,,,19,,
C02613,238822,HARD ROCK HOTEL GUADALAJARA,"ZAPOPAN, JAL",,,,,6,,
C04813,238823,CORPORACION CAFI EL SALVADOR,", SLV",,,,,1882,,
C07298,238824,LE BLANC CABOS,"SAN  JOSE DEL CABO, BCS",,,,,32,,
C06134,238825,BF IXTAPA,"ZIHUATANEJO DE AZUETA, GRO",,,,,40,,
C02299,238826,EJECUTIVO EXPRESS,"GUADALAJARA, JAL",,,,,6,,
C09764,238827,RIVIERA RENTALS,"PLAYA DEL CARMEN, QR",,,,,2,,
C09592,238828,ESCENCIA HOTELERA,"MANZANILLO, COL",,,,,1,,
C00547,238829,HOTEL FENIX,"GUADALAJARA, JAL",,,,,17,,
C08400,238830,HOTEL RYMMA,"MORELIA, MCH",,,,,6,,
C05434,238831,HOTEL MISION EXPRESS DURANGO,"Durango, DUR",,,,,8,,
